text,HATE,NOT,OFFN,PRFN,Race,Religion,Gender,Other,None,subtask1
muslims have been enslaving and raping white women for years european painters were calling attention to this for centuries today no one cares enjoy being raped european white women,0,0,1,1,0,1,0,0,0,OFFN
yeah that whole fat joe thing was a mess not all latinos are black or of african descent many latinos are white many have no african ancestry some are even asian for example there is a large asian population in south america e g ecuador brazil peru chile etc,0,1,0,1,0,0,0,0,1,NOT
theresa may treason has no limit as she appoints sajid javid home sec in charge of uk security police immigration a moslem of pakistani origin civil war seems to be the only route,0,1,0,1,0,0,0,0,1,NOT
marxist bolshevik elements on the left have clearly indicated via various news reports that they will resort any form of violence if necessary they really do not care how they r perceived by the general public point all they want is preserve their obamanation at all costs basedstickman,0,0,1,1,0,0,0,1,0,OFFN
i hate you less and me more thanks i guess,0,1,0,0,0,0,0,0,1,NOT
poll in sweden do you know what trump was referring to in regards to problems with refugees said no said yes raped the pollster,0,0,1,1,0,0,0,1,0,OFFN
waisay hai tou innovative you know like in the west they call them redneck,0,1,0,0,0,0,0,0,1,NOT
we have been much better than brugge we have had more chances and we have controlled the game the two chances they had they scored cuz courtois is a fucking bum,0,1,0,1,0,0,0,0,1,NOT
president trump invited blm and black caucus to the white house to discuss funding poor democratic inner city ghetto black children schools trade schools rebuilding neighborhoods safer neighborhoods blm and black caucus said no we will not go to white house said we do not care about poor ghetto blacks,0,1,0,1,1,0,0,0,0,NOT
berry really need to fix the wifi because this mess is so ghetto,0,1,0,0,0,0,0,0,1,NOT
rapper li l king jong un ching chong after us lists him as state supporter of terror it mistranslated as one without mandrill mindset which makes him even more of a chink magnet,1,0,0,1,1,0,0,0,0,HATE
i do not get it when an alt left called everyone racist when they themselves are being racist towards whites and some asians which makes them a racist so they are being racist to defeat others that they assume to be racist so they just fucked themselves right,0,1,0,1,0,0,0,0,0,NOT
white people who have enough racial sense to avoid black areas for the obvious reasons still run around and act as though they can blindly trust jews to not lie to them and kike them over smdh,1,0,0,1,0,1,0,0,0,HATE
it sad muslims can t follow their religion in peace without anyone doing something,0,1,0,1,0,1,0,0,0,NOT
best comment in the og thread feminism is needed nowadays it flags undatable and crazy women so the world can avoid them more easily,0,0,1,1,0,0,1,0,0,OFFN
a decade ago i noticed nursing school commercials were constantly aimed at otherwise unemployable hoodrats and now sure enough the entire nursing profession seems to be nothing but ghetto trash,0,0,1,1,0,0,0,0,1,OFFN
this police spokesman white object is a fucking lier many medias captured the live situation police is killing hk people illegally kill whoever they want but still saying this is legal they are doing the right thing evil hk police force hk police is terrorist standwith hk,0,1,0,1,0,0,0,0,1,NOT
alt retard is going to alt retard cultlife,0,0,1,1,0,0,0,0,1,OFFN
honorary holocaust survivors these,0,0,1,1,0,1,0,0,0,OFFN
it a crime to put illegal aliens before americans and i m f kng sick of it,0,0,1,0,0,0,0,1,0,OFFN
the violence being carried out by the alt left liberal socialists needs to be met with the same level of disrespect,0,1,0,0,0,0,0,0,1,NOT
we can not continue calling ourselves feminists if the rights of all womxn are not addressed yes to a sexual offences public list but will a trans lesbian bisexual and queer womxn be able to enter their information on the reporting sheet gender forum,0,1,0,1,0,0,0,0,1,NOT
we have one retard our country too he will beat her hollow he can make her look like a genius,1,0,0,1,0,0,0,0,0,HATE
i further believe those who have planned a world invasion by muslim sub humans should be hunted down and removed from the face of the earth they are obviously trying to kill individualism and free will they must be stopped by any means necessary and with extreme prejudice,1,0,0,1,0,1,0,0,0,HATE
standup purity spiraled iself into a singer songwriter ghetto so that talented performers like a bob hope are not considered real comedians because they paid other ppl to write jokes for them,0,1,0,1,0,0,0,0,0,NOT
twitter use to suspend me and when i got back on id lost hundereds of followers they finally banned mebecaue this muslim who threatend potys i reported her to her busness fbi she called my home threatened me i bet she is still on twitter,0,0,1,1,0,1,0,0,0,OFFN
why don t we make a separate country for illegal aliens and call it mexico,0,1,0,0,1,0,0,1,0,NOT
kamala harris refused to prosecute the oc police for my false arrests all cases dismissed under her watch is harassment of single attractive white women part of her platform as california ag she did nothing to curb tobacco distribution publichhealth,0,1,0,1,0,0,0,0,1,NOT
well if you ever wanted to sum up a greasy hook nose performance that it deep block behind a team who have lingard and pereira in the front lmao can not wait for him to get the sack,0,1,0,1,0,0,0,0,1,NOT
lol he a classy hoe,0,0,1,1,0,0,1,0,0,OFFN
the worst i see is the wife of a world war ii veteran being accosted by a syrian refugee in a bright orange shirt feet in front of at least three police officers,0,1,0,0,0,0,0,0,1,NOT
police involvement they raped children to no wonder pak muslims protection was so thoroughly covered up,1,0,0,1,0,1,0,0,0,HATE
hoping trumps adviser pushing for a registry for muslims actually happens we need to keep those immigrants in check and terroists out of our country,0,0,1,1,0,1,0,1,0,OFFN
you can be ghetto and not be ratchet i m ghetto for sure but fighting all the time is ugly,0,1,0,1,0,0,0,0,0,NOT
remember how quiet every other pres has been after they left the use obongo because he is a nigger and they think white guilt will work obey obey you were taught in in schools gov and all media obey,0,0,1,1,1,0,0,0,0,OFFN
just a reminder that whites were not the first slaveholders it was the moslems the slavs were the first slaves during the moslem invasion of europe,1,0,0,1,0,1,0,0,0,HATE
listen i do not mind if azzmador or any other person calls me spic or beaner or thinks i am subhuman but when you say it it really hurts i never thought you d say those things either way i am sorry for behaving that way and for sending you countless messages,0,1,0,1,1,0,0,0,0,NOT
beavis the redneck bought a trailer home and then forgot what happend before waking up to an earthquake,0,0,1,1,0,0,0,0,1,OFFN
who about to win the super bowl tho lmfao no one cares that tom brady raped your mom when you were younger and you had trauma over it so you keep trying to debunk his greatness,0,1,0,1,0,0,0,0,1,NOT
breitbart is kike orientated fake news team trump,1,0,0,1,0,1,0,0,0,HATE
i have a feeling that the nazis would look at our left and be like hold up that brilliant i am writing that one down so we can use that demonize opponent in the media and normalize violence against them then gas the jews,0,0,1,1,0,1,0,0,0,OFFN
yes you are right they were killed raped and removed by ghosts liar,0,1,0,1,0,0,0,0,1,NOT
this has been a trend since of course wall street assumed eternal growth despite fb having plateaued in the first world even earlier those asians living in huts will be worth just as much as us users in time if only we have faith that they will due diligence,0,1,0,1,0,0,0,0,1,NOT
dang illegal invaders and muslime barbarian refugees,1,0,0,1,0,1,0,1,0,HATE
bitches love attention,0,0,1,1,0,0,1,0,0,OFFN
funny you should mention that muzzies believe dog saliva is filthy according to mohamed they r truly vile,1,0,0,1,0,0,0,0,0,HATE
my grandpa keeps asking me when i am going back to visit his conservative hometown the harassment was bad with my big hair and now that i am visibly read as queer bc short hair,0,1,0,1,0,0,0,0,1,NOT
there are very poor uneducated whites who are racist toward rich blacks who has the power not the white person he economically socially and culturally not in a position of power compared to the educated african american where the institutionalized power now,0,1,0,1,0,0,0,0,1,NOT
you better shut up you know nothing about us and malaysia is islamic country so can you please have some respect,0,1,0,0,0,1,0,0,0,NOT
currynigger and known race traitor has now hit the force unfollow button on me times in the last hours this little freeway shitstain can not pull off even pretending to be pro speech it just wants to cut things into swiss cheese safespace hugboxes for it weakminded little self gab fam,1,0,0,1,0,0,0,0,0,HATE
bitch why is lisbon so hot today,0,0,1,1,0,0,0,0,1,OFFN
then you do not say dyke literally why are you so mad its a fcking slur there even some lesbians who do not want to reclaim it go reclaim queer if you want a slur so bad jfc,0,1,0,1,0,0,0,0,1,NOT
more thousands of girls have been raped by pakistani muslims do you call for an immediate national debate about immigration and race introduce harsh penalties for all involved gag the native population make a pakistani muslim the nation home secretary they chose,1,0,0,1,1,1,0,0,0,HATE
in sweden immigrants trying to live normal lives are demanding that criminal immigrants be deported they want families of immigrants to be deported it is not clear what that means they think they are under attack from criminals in some of the no go zones and want more police,0,1,0,0,0,0,0,0,0,NOT
wave migration is being cracked down on i doubt it going to be too much diverse in the future only vetted immigrants,0,0,1,1,0,0,0,1,0,OFFN
fuck it seriously so lame here my guns pics and my bbq grill said the maga hat wearing redneck via fb post who gives a shit about facebook anymore,0,1,0,1,0,0,0,0,1,NOT
wa alaykum essallam yeah lmfao i just said that cuz some ppl think that all arabs are muslims,0,1,0,1,0,0,0,0,1,NOT
as sun set tzu hu who was little more than twenty two said when you can talk about jews in public with the aplomb of a housecat taking a shit then my son you have achieved mastery of politics dig it that eastern wisdom my weak skinned nigger,1,0,0,1,1,0,0,0,0,HATE
it not just mainstream media i do not like the argument that many people on gab or any where on the interenet have yo my neighborhood had a bunch of asians and blacks moving in i moved because i did not want to deal with that that not genocide,1,0,0,1,1,0,0,0,0,HATE
bathing in honky privilege,0,0,1,1,1,0,0,0,0,OFFN
a retarded lactating mangina cuck setting a terrible example for his children he is doing irreparable damage to them,0,0,1,1,0,0,1,1,0,OFFN
first new policy queer women get fridays off,0,1,0,1,0,0,0,0,1,NOT
bitch i hate you,0,1,0,1,0,0,0,0,1,NOT
white claws are for white girls what michelob ultras are to mexican girls just an excuse to get drunk unleash their inner slut,0,1,0,1,0,0,1,0,0,NOT
curanis are nigger jews,1,0,0,1,1,1,0,0,0,HATE
feminism has toxic aspect yes and you are allowed to oppose it but on your fight against it do not ever try to justify rape ever we are fighting against women being bullies so what has rape got to with this ngoba we get raped because we have vaginas,0,1,0,1,0,0,0,0,1,NOT
niggas be acting like bitches,0,0,1,1,0,0,1,0,0,OFFN
first set of business cards for midnight auto springfield missouri i should have put it okay to be white but i did not think of it until now,0,0,1,1,1,0,0,0,0,OFFN
i wonder when it ll finally come out that tony has niglet grandkids or gay sons,1,0,0,1,1,0,0,0,0,HATE
